candidato_nombre,partido,candidato_porcentaje,candidato_votos,departamento,municipio
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,33.6,164,Nariño,Cordoba
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.48,17,Nariño,Cordoba
votos no marcados,votos no marcados,,25,Nariño,Cordoba
votos nulos,votos nulos,,5,Nariño,Cordoba
Iván Duque,Partido Centro Democrático,72.05,312,Santander,Gambita
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.71,107,Santander,Gambita
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.23,14,Santander,Gambita
votos no marcados,votos no marcados,,7,Santander,Gambita
votos nulos,votos nulos,,2,Santander,Gambita
Iván Duque,Partido Centro Democrático,78.61,408,Consulados,Aruba
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,13.29,69,Consulados,Aruba
Alejandro Ordóñez,G.S.C. La Patria De Pie,8.09,42,Consulados,Aruba
votos no marcados,votos no marcados,,7,Consulados,Aruba
votos nulos,votos nulos,,3,Consulados,Aruba
Iván Duque,Partido Centro Democrático,64.49,1217,Quindio,Filandia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,31.63,597,Quindio,Filandia
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.86,73,Quindio,Filandia
votos no marcados,votos no marcados,,29,Quindio,Filandia
votos nulos,votos nulos,,25,Quindio,Filandia
Iván Duque,Partido Centro Democrático,73.52,1941,Cundinamarca,Anapoima
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,22.76,601,Cundinamarca,Anapoima
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.71,98,Cundinamarca,Anapoima
votos no marcados,votos no marcados,,30,Cundinamarca,Anapoima
votos nulos,votos nulos,,33,Cundinamarca,Anapoima
Iván Duque,Partido Centro Democrático,87.56,1592,Cordoba,Momil
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,8.8,160,Cordoba,Momil
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.63,66,Cordoba,Momil
votos no marcados,votos no marcados,,24,Cordoba,Momil
votos nulos,votos nulos,,7,Cordoba,Momil
Iván Duque,Partido Centro Democrático,80.99,4894,Cundinamarca,Villeta
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,15.77,953,Cundinamarca,Villeta
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.22,195,Cundinamarca,Villeta
votos no marcados,votos no marcados,,76,Cundinamarca,Villeta
votos nulos,votos nulos,,61,Cundinamarca,Villeta
Iván Duque,Partido Centro Democrático,82.31,880,Magdalena,San Sebastian De Buenavista
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,14.03,150,Magdalena,San Sebastian De Buenavista
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.64,39,Magdalena,San Sebastian De Buenavista
votos no marcados,votos no marcados,,57,Magdalena,San Sebastian De Buenavista
votos nulos,votos nulos,,8,Magdalena,San Sebastian De Buenavista
Iván Duque,Partido Centro Democrático,67.07,817,Risaralda,La Celia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,27.25,332,Risaralda,La Celia
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.66,69,Risaralda,La Celia
votos no marcados,votos no marcados,,23,Risaralda,La Celia
votos nulos,votos nulos,,23,Risaralda,La Celia
Iván Duque,Partido Centro Democrático,53.3,3502,Caldas,Villamaria
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,39.36,2586,Caldas,Villamaria
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.33,482,Caldas,Villamaria
votos no marcados,votos no marcados,,93,Caldas,Villamaria
votos nulos,votos nulos,,107,Caldas,Villamaria
Iván Duque,Partido Centro Democrático,52.41,347,Vaupes,Mitu
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,41.84,277,Vaupes,Mitu
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.74,38,Vaupes,Mitu
votos no marcados,votos no marcados,,13,Vaupes,Mitu
votos nulos,votos nulos,,2,Vaupes,Mitu
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,47.76,96,Consulados,Paises Bajos
Iván Duque,Partido Centro Democrático,46.76,94,Consulados,Paises Bajos
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.47,11,Consulados,Paises Bajos
votos no marcados,votos no marcados,,0,Consulados,Paises Bajos
votos nulos,votos nulos,,0,Consulados,Paises Bajos
Iván Duque,Partido Centro Democrático,66.73,323,Antioquia,Caracoli
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,31.4,152,Antioquia,Caracoli
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.85,9,Antioquia,Caracoli
votos no marcados,votos no marcados,,9,Antioquia,Caracoli
votos nulos,votos nulos,,6,Antioquia,Caracoli
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,60.0,6,Consulados,Kenia
Iván Duque,Partido Centro Democrático,40.0,4,Consulados,Kenia
Alejandro Ordóñez,G.S.C. La Patria De Pie,0.0,0,Consulados,Kenia
votos no marcados,votos no marcados,,0,Consulados,Kenia
votos nulos,votos nulos,,0,Consulados,Kenia
Iván Duque,Partido Centro Democrático,76.54,496,Tolima,Ambalema
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,18.98,123,Tolima,Ambalema
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.47,29,Tolima,Ambalema
votos no marcados,votos no marcados,,8,Tolima,Ambalema
votos nulos,votos nulos,,10,Tolima,Ambalema
Iván Duque,Partido Centro Democrático,56.69,3216,Valle,Roldanillo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,37.65,2136,Valle,Roldanillo
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.64,320,Valle,Roldanillo
votos no marcados,votos no marcados,,65,Valle,Roldanillo
votos nulos,votos nulos,,58,Valle,Roldanillo
Iván Duque,Partido Centro Democrático,60.54,1163,Santander,Puente Nacional
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,32.84,631,Santander,Puente Nacional
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.61,127,Santander,Puente Nacional
votos no marcados,votos no marcados,,22,Santander,Puente Nacional
votos nulos,votos nulos,,27,Santander,Puente Nacional
Iván Duque,Partido Centro Democrático,61.06,996,Cundinamarca,Simijaca
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,29.0,473,Cundinamarca,Simijaca
Alejandro Ordóñez,G.S.C. La Patria De Pie,9.93,162,Cundinamarca,Simijaca
votos no marcados,votos no marcados,,24,Cundinamarca,Simijaca
votos nulos,votos nulos,,17,Cundinamarca,Simijaca
Iván Duque,Partido Centro Democrático,54.96,808,Santander,Charala
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,32.44,477,Santander,Charala
Alejandro Ordóñez,G.S.C. La Patria De Pie,12.58,185,Santander,Charala
votos no marcados,votos no marcados,,19,Santander,Charala
votos nulos,votos nulos,,17,Santander,Charala
Iván Duque,Partido Centro Democrático,67.57,569,Atlantico,Polonuevo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.22,204,Atlantico,Polonuevo
Alejandro Ordóñez,G.S.C. La Patria De Pie,8.19,69,Atlantico,Polonuevo
votos no marcados,votos no marcados,,36,Atlantico,Polonuevo
votos nulos,votos nulos,,10,Atlantico,Polonuevo
Iván Duque,Partido Centro Democrático,68.48,1032,Caldas,Aranzazu
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,25.61,386,Caldas,Aranzazu
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.9,89,Caldas,Aranzazu
votos no marcados,votos no marcados,,10,Caldas,Aranzazu
votos nulos,votos nulos,,14,Caldas,Aranzazu
Iván Duque,Partido Centro Democrático,76.94,1555,Antioquia,San Roque
