candidato_nombre,partido,candidato_porcentaje,candidato_votos,departamento,municipio
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",82.49,245,Antioquia,Amaga
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",17.5,52,Antioquia,Amaga
votos no marcados,votos no marcados,,21,Antioquia,Amaga
votos nulos,votos nulos,,15,Antioquia,Amaga
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.41,132,Casanare,San Luis De Palenque
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.58,14,Casanare,San Luis De Palenque
votos no marcados,votos no marcados,,11,Casanare,San Luis De Palenque
votos nulos,votos nulos,,4,Casanare,San Luis De Palenque
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",83.33,15,Consulados,Turquia
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",16.66,3,Consulados,Turquia
votos no marcados,votos no marcados,,0,Consulados,Turquia
votos nulos,votos nulos,,0,Consulados,Turquia
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.03,141,Boyaca,Rondon
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.96,21,Boyaca,Rondon
votos no marcados,votos no marcados,,3,Boyaca,Rondon
votos nulos,votos nulos,,2,Boyaca,Rondon
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",82.6,38,Antioquia,Armenia
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",17.39,8,Antioquia,Armenia
votos no marcados,votos no marcados,,4,Antioquia,Armenia
votos nulos,votos nulos,,0,Antioquia,Armenia
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",68.6,118,Caldas,Belalcazar
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",31.39,54,Caldas,Belalcazar
votos no marcados,votos no marcados,,5,Caldas,Belalcazar
votos nulos,votos nulos,,0,Caldas,Belalcazar
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",69.66,1872,Antioquia,Sabaneta
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",30.33,815,Antioquia,Sabaneta
votos no marcados,votos no marcados,,82,Antioquia,Sabaneta
votos nulos,votos nulos,,58,Antioquia,Sabaneta
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.17,615,Cesar,Gamarra
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.82,67,Cesar,Gamarra
votos no marcados,votos no marcados,,23,Cesar,Gamarra
votos nulos,votos nulos,,13,Cesar,Gamarra
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.74,179,Antioquia,Remedios
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.25,25,Antioquia,Remedios
votos no marcados,votos no marcados,,10,Antioquia,Remedios
votos nulos,votos nulos,,8,Antioquia,Remedios
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",66.66,42,Antioquia,Angelopolis
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",33.33,21,Antioquia,Angelopolis
votos no marcados,votos no marcados,,11,Antioquia,Angelopolis
votos nulos,votos nulos,,3,Antioquia,Angelopolis
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",96.34,2135,Cordoba,Momil
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",3.65,81,Cordoba,Momil
votos no marcados,votos no marcados,,29,Cordoba,Momil
votos nulos,votos nulos,,22,Cordoba,Momil
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.39,297,Boyaca,Socota
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.6,21,Boyaca,Socota
votos no marcados,votos no marcados,,15,Boyaca,Socota
votos nulos,votos nulos,,6,Boyaca,Socota
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",84.02,5424,Cundinamarca,Girardot
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",15.97,1031,Cundinamarca,Girardot
votos no marcados,votos no marcados,,241,Cundinamarca,Girardot
votos nulos,votos nulos,,213,Cundinamarca,Girardot
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.32,174,Tolima,Falan
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.67,23,Tolima,Falan
votos no marcados,votos no marcados,,5,Tolima,Falan
votos nulos,votos nulos,,5,Tolima,Falan
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",84.13,122,Boyaca,La Capilla
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",15.86,23,Boyaca,La Capilla
votos no marcados,votos no marcados,,1,Boyaca,La Capilla
votos nulos,votos nulos,,1,Boyaca,La Capilla
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",79.61,164,Cundinamarca,Apulo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",20.38,42,Cundinamarca,Apulo
votos no marcados,votos no marcados,,8,Cundinamarca,Apulo
votos nulos,votos nulos,,6,Cundinamarca,Apulo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.74,652,Bolivar,San Fernando
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.25,51,Bolivar,San Fernando
votos no marcados,votos no marcados,,22,Bolivar,San Fernando
votos nulos,votos nulos,,8,Bolivar,San Fernando
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",81.25,13,Santander,Jordan
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",18.75,3,Santander,Jordan
votos no marcados,votos no marcados,,2,Santander,Jordan
votos nulos,votos nulos,,1,Santander,Jordan
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.67,2386,Sucre,San Pedro
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.32,161,Sucre,San Pedro
votos no marcados,votos no marcados,,52,Sucre,San Pedro
votos nulos,votos nulos,,19,Sucre,San Pedro
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.63,449,Nariño,La Tola
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.36,41,Nariño,La Tola
votos no marcados,votos no marcados,,17,Nariño,La Tola
votos nulos,votos nulos,,5,Nariño,La Tola
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",100.0,8,Consulados,Dinamarca
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",0.0,0,Consulados,Dinamarca
votos no marcados,votos no marcados,,0,Consulados,Dinamarca
votos nulos,votos nulos,,0,Consulados,Dinamarca
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",96.16,2354,Nariño,Guachucal
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",3.83,94,Nariño,Guachucal
votos no marcados,votos no marcados,,80,Nariño,Guachucal
votos nulos,votos nulos,,21,Nariño,Guachucal
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.44,748,Caqueta,La Montañita
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.55,44,Caqueta,La Montañita
votos no marcados,votos no marcados,,47,Caqueta,La Montañita
votos nulos,votos nulos,,17,Caqueta,La Montañita
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",97.52,2527,Cauca,La Vega
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",2.47,64,Cauca,La Vega
votos no marcados,votos no marcados,,133,Cauca,La Vega
votos nulos,votos nulos,,30,Cauca,La Vega
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",77.69,331,Cundinamarca,San Francisco
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",22.3,95,Cundinamarca,San Francisco
votos no marcados,votos no marcados,,8,Cundinamarca,San Francisco
votos nulos,votos nulos,,7,Cundinamarca,San Francisco
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",86.13,87,Antioquia,Granada
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",13.86,14,Antioquia,Granada
votos no marcados,votos no marcados,,10,Antioquia,Granada
votos nulos,votos nulos,,4,Antioquia,Granada
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",77.99,202,Cundinamarca,Sasaima
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",22.0,57,Cundinamarca,Sasaima
votos no marcados,votos no marcados,,10,Cundinamarca,Sasaima
votos nulos,votos nulos,,9,Cundinamarca,Sasaima
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.48,314,Antioquia,Taraza
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.51,33,Antioquia,Taraza
votos no marcados,votos no marcados,,27,Antioquia,Taraza
votos nulos,votos nulos,,2,Antioquia,Taraza
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.0,1117,Choco,Atrato (yuto)
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.99,97,Choco,Atrato (yuto)
votos no marcados,votos no marcados,,171,Choco,Atrato (yuto)
votos nulos,votos nulos,,59,Choco,Atrato (yuto)
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.09,74,Cundinamarca,Villagomez
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.9,10,Cundinamarca,Villagomez
votos no marcados,votos no marcados,,6,Cundinamarca,Villagomez
votos nulos,votos nulos,,1,Cundinamarca,Villagomez
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.31,786,Cesar,Pelaya
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.68,104,Cesar,Pelaya
votos no marcados,votos no marcados,,37,Cesar,Pelaya
votos nulos,votos nulos,,12,Cesar,Pelaya
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",75.92,49778,Antioquia,Medellin
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",24.07,15782,Antioquia,Medellin
votos no marcados,votos no marcados,,1823,Antioquia,Medellin
votos nulos,votos nulos,,1333,Antioquia,Medellin
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",100.0,23,Amazonas,Puerto Santander
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",0.0,0,Amazonas,Puerto Santander
votos no marcados,votos no marcados,,0,Amazonas,Puerto Santander
votos nulos,votos nulos,,0,Amazonas,Puerto Santander
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",78.2,61,Cundinamarca,La Peña
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",21.79,17,Cundinamarca,La Peña
votos no marcados,votos no marcados,,12,Cundinamarca,La Peña
votos nulos,votos nulos,,2,Cundinamarca,La Peña
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.69,102,Boyaca,Chinavita
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.3,13,Boyaca,Chinavita
votos no marcados,votos no marcados,,5,Boyaca,Chinavita
votos nulos,votos nulos,,4,Boyaca,Chinavita
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",76.49,179,Antioquia,San Pedro
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",23.5,55,Antioquia,San Pedro
votos no marcados,votos no marcados,,15,Antioquia,San Pedro
votos nulos,votos nulos,,10,Antioquia,San Pedro
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.43,104,Casanare,Chameza
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.56,11,Casanare,Chameza
votos no marcados,votos no marcados,,0,Casanare,Chameza
votos nulos,votos nulos,,3,Casanare,Chameza
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.51,743,Meta,Restrepo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.48,106,Meta,Restrepo
votos no marcados,votos no marcados,,25,Meta,Restrepo
votos nulos,votos nulos,,10,Meta,Restrepo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",73.06,1375,Antioquia,La Estrella
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",26.93,507,Antioquia,La Estrella
votos no marcados,votos no marcados,,90,Antioquia,La Estrella
votos nulos,votos nulos,,68,Antioquia,La Estrella
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",97.19,346,Nariño,Roberto Payan (san Jose)
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",2.8,10,Nariño,Roberto Payan (san Jose)
votos no marcados,votos no marcados,,1,Nariño,Roberto Payan (san Jose)
votos nulos,votos nulos,,3,Nariño,Roberto Payan (san Jose)
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",95.94,9831,Cordoba,Cienaga De Oro
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",4.05,416,Cordoba,Cienaga De Oro
votos no marcados,votos no marcados,,451,Cordoba,Cienaga De Oro
votos nulos,votos nulos,,189,Cordoba,Cienaga De Oro
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",62.62,62,Caldas,Aranzazu
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",37.37,37,Caldas,Aranzazu
votos no marcados,votos no marcados,,14,Caldas,Aranzazu
votos nulos,votos nulos,,7,Caldas,Aranzazu
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",67.94,53,Cundinamarca,Nimaima
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",32.05,25,Cundinamarca,Nimaima
votos no marcados,votos no marcados,,1,Cundinamarca,Nimaima
votos nulos,votos nulos,,2,Cundinamarca,Nimaima
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",82.99,366,Tolima,Fresno
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",17.0,75,Tolima,Fresno
votos no marcados,votos no marcados,,119,Tolima,Fresno
votos nulos,votos nulos,,24,Tolima,Fresno
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.75,1235,Valle,Dagua
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.24,141,Valle,Dagua
votos no marcados,votos no marcados,,93,Valle,Dagua
votos nulos,votos nulos,,57,Valle,Dagua
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.26,2027,Santander,Barbosa
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.73,194,Santander,Barbosa
votos no marcados,votos no marcados,,45,Santander,Barbosa
votos nulos,votos nulos,,44,Santander,Barbosa
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",96.15,1652,Nariño,Leiva
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",3.84,66,Nariño,Leiva
votos no marcados,votos no marcados,,87,Nariño,Leiva
votos nulos,votos nulos,,26,Nariño,Leiva
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",86.62,136,Santander,Matanza
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",13.37,21,Santander,Matanza
votos no marcados,votos no marcados,,16,Santander,Matanza
votos nulos,votos nulos,,4,Santander,Matanza
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.3,1104,Bolivar,Calamar
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.69,92,Bolivar,Calamar
votos no marcados,votos no marcados,,109,Bolivar,Calamar
votos nulos,votos nulos,,15,Bolivar,Calamar
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",84.0,13253,La Guajira,Riohacha
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",15.99,2523,La Guajira,Riohacha
votos no marcados,votos no marcados,,447,La Guajira,Riohacha
votos nulos,votos nulos,,235,La Guajira,Riohacha
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",86.31,1028,Nariño,Olaya Herrera
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",13.68,163,Nariño,Olaya Herrera
votos no marcados,votos no marcados,,110,Nariño,Olaya Herrera
votos nulos,votos nulos,,36,Nariño,Olaya Herrera
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",75.83,2994,Cundinamarca,Cajica
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",24.16,954,Cundinamarca,Cajica
votos no marcados,votos no marcados,,65,Cundinamarca,Cajica
votos nulos,votos nulos,,139,Cundinamarca,Cajica
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.44,492,Antioquia,Nechi
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.55,46,Antioquia,Nechi
votos no marcados,votos no marcados,,49,Antioquia,Nechi
votos nulos,votos nulos,,8,Antioquia,Nechi
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",71.18,168,Antioquia,Sonson
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",28.81,68,Antioquia,Sonson
votos no marcados,votos no marcados,,33,Antioquia,Sonson
votos nulos,votos nulos,,17,Antioquia,Sonson
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.09,1052,Sucre,Palmito
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.9,66,Sucre,Palmito
votos no marcados,votos no marcados,,82,Sucre,Palmito
votos nulos,votos nulos,,6,Sucre,Palmito
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.87,959,Cordoba,Buenavista
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.12,108,Cordoba,Buenavista
votos no marcados,votos no marcados,,59,Cordoba,Buenavista
votos nulos,votos nulos,,19,Cordoba,Buenavista
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.28,1270,Antioquia,Arboletes
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.71,77,Antioquia,Arboletes
votos no marcados,votos no marcados,,71,Antioquia,Arboletes
votos nulos,votos nulos,,15,Antioquia,Arboletes
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.5,826,Cordoba,San Jose De Ure
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.49,48,Cordoba,San Jose De Ure
votos no marcados,votos no marcados,,40,Cordoba,San Jose De Ure
votos nulos,votos nulos,,4,Cordoba,San Jose De Ure
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",83.94,2746,Norte De San,Pamplona
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",16.05,525,Norte De San,Pamplona
votos no marcados,votos no marcados,,68,Norte De San,Pamplona
votos nulos,votos nulos,,59,Norte De San,Pamplona
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.31,5568,Cundinamarca,Funza
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.68,1365,Cundinamarca,Funza
votos no marcados,votos no marcados,,142,Cundinamarca,Funza
votos nulos,votos nulos,,273,Cundinamarca,Funza
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",81.15,56,Cundinamarca,Gama
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",18.84,13,Cundinamarca,Gama
votos no marcados,votos no marcados,,7,Cundinamarca,Gama
votos nulos,votos nulos,,2,Cundinamarca,Gama
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",86.79,230,Norte De San,El Carmen
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",13.2,35,Norte De San,El Carmen
votos no marcados,votos no marcados,,27,Norte De San,El Carmen
votos nulos,votos nulos,,8,Norte De San,El Carmen
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.63,449,Tolima,Coello
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.36,41,Tolima,Coello
votos no marcados,votos no marcados,,11,Tolima,Coello
votos nulos,votos nulos,,10,Tolima,Coello
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",66.66,2,Consulados,Malasia
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",33.33,1,Consulados,Malasia
votos no marcados,votos no marcados,,0,Consulados,Malasia
votos nulos,votos nulos,,0,Consulados,Malasia
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.63,964,Tolima,Purificacion
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.36,88,Tolima,Purificacion
votos no marcados,votos no marcados,,37,Tolima,Purificacion
votos nulos,votos nulos,,34,Tolima,Purificacion
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.45,5079,Antioquia,Turbo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.54,536,Antioquia,Turbo
votos no marcados,votos no marcados,,336,Antioquia,Turbo
votos nulos,votos nulos,,172,Antioquia,Turbo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.01,851,Meta,Cumaral
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.98,127,Meta,Cumaral
votos no marcados,votos no marcados,,37,Meta,Cumaral
votos nulos,votos nulos,,41,Meta,Cumaral
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",84.28,59,Santander,Surata
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",15.71,11,Santander,Surata
votos no marcados,votos no marcados,,5,Santander,Surata
votos nulos,votos nulos,,0,Santander,Surata
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",76.47,13,Guainia,Pana Pana (campo Alegre)
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",23.52,4,Guainia,Pana Pana (campo Alegre)
votos no marcados,votos no marcados,,1,Guainia,Pana Pana (campo Alegre)
votos nulos,votos nulos,,0,Guainia,Pana Pana (campo Alegre)
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",83.14,365,Risaralda,Belen De Umbria
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",16.85,74,Risaralda,Belen De Umbria
votos no marcados,votos no marcados,,22,Risaralda,Belen De Umbria
